Protocol,Model_1,Model_2,MAE_Model_1,MAE_Model_2,MAE_Difference_M1_minus_M2,RMSE_Difference_M1_minus_M2,MASE_48_Difference_M1_minus_M2,Percentage_MAE_Improvement_M1_vs_M2,Percentage_MASE_Improvement_M1_vs_M2,Paired_Cohens_d_Absolute_Error,Practical_Winner
A,ARIMA,DHR_ARIMA,28.881333767223815,26.646643448801345,2.2346903184224693,1.3920493958743592,0.019090458291509238,-8.386385785197247,-8.386385785197247,0.15651904040859946,DHR_ARIMA
A,ARIMA,LSTM,28.881333767223815,47.01906813585456,-18.137734368630746,-19.88417355883896,-0.15494659757207518,38.575274006333935,38.575274006333935,-0.3896457495634157,ARIMA
A,ARIMA,Chronos_Bolt_Tiny,28.881333767223815,32.33201165869716,-3.4506778914733474,6.802277134784049,-0.02947836745948229,10.672635924727965,10.672635924727965,-0.08947661367559462,ARIMA
A,ARIMA,TimesFM,28.881333767223815,16.38829156817394,12.493042199049874,25.181166861395877,0.1067252581124479,-76.2315104480528,-76.2315104480528,0.39488389288420683,TimesFM
A,SARIMA,Prophet,17.131137451608996,177.10925541480796,-159.97811796319897,-218.49919758355097,-1.3666571888522512,90.32736182449295,90.32736182449295,-0.9575199013450572,SARIMA
A,SARIMA,Simple_Exponential_Smoothing,17.131137451608996,243.8381772340173,-226.70703978240832,-276.33085471080204,-1.9367074049046786,92.9743825819499,92.9743825819499,-1.263164548873483,SARIMA
A,SARIMA,Holt_Winters,17.131137451608996,179.62294129326145,-162.49180384165246,-244.28228172748038,-1.3881310436521628,90.46272300839354,90.46272300839354,-0.8166525589325521,SARIMA
A,SARIMA,DHR_ARIMA,17.131137451608996,26.646643448801345,-9.51550599719235,-24.93895677450313,-0.08128883401179371,35.709961051850186,35.709961051850186,-0.20774419141013808,SARIMA
A,SARIMA,LSTM,17.131137451608996,47.01906813585456,-29.887930684245564,-46.215179729216445,-0.25532588987537813,63.56555301753081,63.56555301753081,-0.5144875241655356,SARIMA
A,SARIMA,Chronos_Bolt_Tiny,17.131137451608996,32.33201165869716,-15.200874207088166,-19.52872903559344,-0.12985765976278524,47.0149348192481,47.0149348192481,-0.46677917911442274,SARIMA
A,SARIMA,TimesFM,17.131137451608996,16.38829156817394,0.7428458834350558,-1.149839308981612,0.0063459658091449545,-4.532784154741684,-4.532784154741684,0.0294459236181654,TimesFM
A,Prophet,Simple_Exponential_Smoothing,177.10925541480796,243.8381772340173,-66.72892181920935,-57.83165712725108,-0.5700502160524274,27.366068175275117,27.366068175275117,-0.3183545096581909,Prophet
A,Prophet,Holt_Winters,177.10925541480796,179.62294129326145,-2.5136858784534866,-25.783084143929415,-0.021473854799911596,1.3994236261555903,1.3994236261555903,-0.016661144405347234,Prophet
A,Prophet,DHR_ARIMA,177.10925541480796,26.646643448801345,150.46261196600662,193.56024080904783,1.2853683548404575,-564.6587805893989,-564.6587805893989,0.877536550838183,DHR_ARIMA
A,Prophet,LSTM,177.10925541480796,47.01906813585456,130.0901872789534,172.2840178543345,1.111331298976873,-276.675383916749,-276.675383916749,0.7310237129055538,LSTM
A,Prophet,Chronos_Bolt_Tiny,177.10925541480796,32.33201165869716,144.7772437561108,198.97046854795752,1.236799529089466,-447.7829752271736,-447.7829752271736,0.8709005429722729,Chronos_Bolt_Tiny
A,Prophet,TimesFM,177.10925541480796,16.38829156817394,160.72096384663402,217.34935827456934,1.373003154661396,-980.7060313642095,-980.7060313642095,0.9573252069697857,TimesFM
A,Simple_Exponential_Smoothing,Holt_Winters,243.8381772340173,179.62294129326145,64.21523594075586,32.04857298332166,0.5485763612525159,-35.75001916704773,-35.75001916704773,0.27581486698687824,Holt_Winters
A,Simple_Exponential_Smoothing,DHR_ARIMA,243.8381772340173,26.646643448801345,217.19153378521597,251.3918979362989,1.855418570892885,-815.0802715641319,-815.0802715641319,1.1273771556271823,DHR_ARIMA
A,Simple_Exponential_Smoothing,LSTM,243.8381772340173,47.01906813585456,196.81910909816276,230.11567498158558,1.6813815150293006,-418.594236128805,-418.594236128805,1.01252570746827,LSTM
A,Simple_Exponential_Smoothing,Chronos_Bolt_Tiny,243.8381772340173,32.33201165869716,211.50616557532015,256.8021256752086,1.8068497451418934,-654.1695203132404,-654.1695203132404,1.1574011702286242,Chronos_Bolt_Tiny
A,Simple_Exponential_Smoothing,TimesFM,243.8381772340173,16.38829156817394,227.44988566584337,275.18101540182045,1.9430533707138236,-1387.8803944857254,-1387.8803944857254,1.2441694899209346,TimesFM
