Timestamp,Actual,Chronos_Bolt_Tiny_Native_Lower_80,Chronos_Bolt_Tiny_Native_Upper_80,Chronos_Bolt_Tiny_Calibrated_Lower_80,Chronos_Bolt_Tiny_Calibrated_Upper_80,TimesFM_Native_Lower_80,TimesFM_Native_Upper_80,TimesFM_Calibrated_Lower_80,TimesFM_Calibrated_Upper_80
2023-10-28 00:00:00+00:00,34091.0,33020.58984375,36610.26953125,33157.50390625,36473.35546875,33607.55078125,34244.078125,33066.484375,34785.14453125
2023-10-29 00:00:00+00:00,34538.0,33575.109375,36631.42578125,33712.0234375,36494.51171875,33885.8671875,34254.21484375,33344.80078125,34795.28125
2023-10-30 00:00:00+00:00,34495.0,34222.38671875,36866.8515625,34359.30078125,36729.9375,34262.64453125,34714.4609375,33721.578125,35255.52734375
2023-10-31 00:00:00+00:00,34661.0,33794.61328125,36173.63671875,33931.52734375,36036.72265625,34311.00390625,34706.1796875,33769.9375,35247.24609375
2023-11-01 00:00:00+00:00,35440.0,33985.35546875,36096.13671875,34122.26953125,35959.22265625,34469.31640625,34832.296875,33928.25,35373.36328125
2023-11-02 00:00:00+00:00,34937.0,35027.2890625,37332.296875,35164.203125,37195.3828125,35043.83203125,35560.37890625,34502.765625,36101.4453125
2023-11-03 00:00:00+00:00,34727.0,34000.875,36106.6953125,34137.7890625,35969.78125,34678.421875,35365.2734375,34137.35546875,35906.33984375
2023-11-04 00:00:00+00:00,35086.0,33679.37890625,35840.55078125,33816.29296875,35703.63671875,34613.33203125,35240.8984375,34072.265625,35781.96484375
2023-11-05 00:00:00+00:00,35045.0,34418.09765625,36530.8515625,34555.01171875,36393.9375,34850.77734375,35483.890625,34309.7109375,36024.95703125
2023-11-06 00:00:00+00:00,35042.0,34215.31640625,36263.37109375,34352.23046875,36126.45703125,34918.62109375,35574.30078125,34377.5546875,36115.3671875
2023-11-07 00:00:00+00:00,35414.0,34285.796875,36264.61328125,34422.7109375,36127.69921875,34962.4296875,35557.5390625,34421.36328125,36098.60546875
2023-11-08 00:00:00+00:00,35640.0,35071.84765625,36971.42578125,35208.76171875,36834.51171875,35249.859375,35818.5,34708.79296875,36359.56640625
2023-11-09 00:00:00+00:00,36693.0,35268.875,37227.59765625,35405.7890625,37090.68359375,35398.3671875,36032.140625,34857.30078125,36573.20703125
